textid	text	pair	relation	symmetry	label
181333	dibyalangkarn is a sibling of anusara siriprasadh	anusara siriprasadh is a sibling of dibyalangkarn	is a sibling of	symmetric	entailment
151842	maria luisa of spain, duchess of lucca is a sibling of francisco de paula, duke of cadiz	francisco de paula, duke of cadiz is a sibling of maria luisa of spain, duchess of lucca	is a sibling of	symmetric	entailment
146597	itzjak yosef is a sibling of avraham yosef	avraham yosef is a sibling of itzjak yosef	is a sibling of	symmetric	entailment
247852	xu jingda is a sibling of xu jingsui	xu jingsui is a sibling of xu jingda	is a sibling of	symmetric	entailment
271274	crown court (tv series) is different from crown court of england and wales	crown court of england and wales is different from crown court (tv series)	is different from	symmetric	entailment
75865	miroslav of croatia is a sibling of michael krešimir ii of croatia	michael krešimir ii of croatia is a sibling of miroslav of croatia	is a sibling of	symmetric	entailment
306176	eugène verboeckhoven is a sibling of charles louis verboeckhoven	charles louis verboeckhoven is a sibling of eugène verboeckhoven	is a sibling of	symmetric	entailment
201015	stopnica is different from stopnica commune	stopnica commune is different from stopnica	is different from	symmetric	entailment
183770	catherine leterrier is a sibling of laurent fabius	laurent fabius is a sibling of catherine leterrier	is a sibling of	symmetric	entailment
167363	wojciech fryderyk, duke of prussia is a sibling of anna sophia of prussia	anna sophia of prussia is a sibling of wojciech fryderyk, duke of prussia	is a sibling of	symmetric	entailment
174469	philippa of lancaster is a sibling of john de beaufort	john de beaufort is a sibling of philippa of lancaster	is a sibling of	symmetric	entailment
228586	georg i. is a sibling of friedrich karl august, prince of waldeck and pyrmont	friedrich karl august, prince of waldeck and pyrmont is a sibling of georg i	is a sibling of	symmetric	entailment
68790	princess marie of waldeck and pyrmont is a sibling of duchess of albany	duchess of albany is a sibling of princess marie of waldeck and pyrmont	is a sibling of	symmetric	entailment
16884	magdalena of brandenburg is a sibling of agnes of brandenburg, duchess of pomerania	agnes of brandenburg, duchess of pomerania is a sibling of magdalena of brandenburg	is a sibling of	symmetric	entailment
165549	sun fen is a sibling of sun ba	sun ba is a sibling of sun fen	is a sibling of	symmetric	entailment
150546	joshua harris (actor) is different from joshua harris (pastor)	joshua harris (pastor) is different from joshua harris (actor)	is different from	symmetric	entailment
114680	louis of burgundy is a sibling of hugh v of burgundy	hugh v of burgundy is a sibling of louis of burgundy	is a sibling of	symmetric	entailment
2761	stephen (given name) possibly the same as stefano (first name)	stefano (first name) possibly the same as stephen (given name)	possibly the same as	symmetric	entailment
239237	cao xie is a sibling of cao rui (prince of beihai)	cao rui (prince of beihai) is a sibling of cao xie	is a sibling of	symmetric	entailment
29070	rené de savoie is a sibling of philibert ii, duke of savoy	philibert ii, duke of savoy is a sibling of rené de savoie	is a sibling of	symmetric	entailment
184917	irmgard von chiemsee is a sibling of charles iii, holy roman emperor	charles iii, holy roman emperor is a sibling of irmgard von chiemsee	is a sibling of	symmetric	entailment
287536	sophie d'artois is a sibling of charles ferdinand, duc de berry	charles ferdinand, duc de berry is a sibling of sophie d'artois	is a sibling of	symmetric	entailment
87205	prince nikita of russia is a sibling of prince vasily alexandrovich of russia	prince vasily alexandrovich of russia is a sibling of prince nikita of russia	is a sibling of	symmetric	entailment
107812	johann christoph bach (1645-93) is a sibling of ambrosius bach	ambrosius bach is a sibling of johann christoph bach (1645-93)	is a sibling of	symmetric	entailment
160501	otto henry, count palatine of sulzbach is a sibling of frederick, count palatine of zweibrucken-vohenstrauss-parkstein	frederick, count palatine of zweibrucken-vohenstrauss-parkstein is a sibling of otto henry, count palatine of sulzbach	is a sibling of	symmetric	entailment
2546	ferdinand justi is a sibling of carl justi	carl justi is a sibling of ferdinand justi	is a sibling of	symmetric	entailment
232143	prince mikhail of georgia is a sibling of david bagrationi	david bagrationi is a sibling of prince mikhail of georgia	is a sibling of	symmetric	entailment
271661	sulęczyno commune is different from suleczyno	suleczyno is different from sulęczyno commune	is different from	symmetric	entailment
100766	harold (surname) possibly the same as andrin (family name)	andrin (family name) possibly the same as harold (surname)	possibly the same as	symmetric	entailment
219158	philipp wauwermann is a sibling of john wouwermans	john wouwermans is a sibling of philipp wauwermann	is a sibling of	symmetric	entailment
98325	andrew balfour (botanist) is different from sir andrew balfour	sir andrew balfour is different from andrew balfour (botanist)	is different from	symmetric	entailment
78551	william erasmus darwin is a sibling of francis darwin	francis darwin is a sibling of william erasmus darwin	is a sibling of	symmetric	entailment
168795	ludwig iii, count of württemberg is a sibling of hartmann, count of wurttemberg	hartmann, count of wurttemberg is a sibling of ludwig iii, count of württemberg	is a sibling of	symmetric	entailment
163957	franz friedrich sigismund is a sibling of charlotte, duchess of saxe-meiningen	charlotte, duchess of saxe-meiningen is a sibling of franz friedrich sigismund	is a sibling of	symmetric	entailment
233028	stuart vaughan is different from marcello alencar	marcello alencar is different from stuart vaughan	is different from	symmetric	entailment
57504	久邇宮朝彦親王 is a sibling of prince yamashina akira	prince yamashina akira is a sibling of 久邇宮朝彦親王	is a sibling of	symmetric	entailment
27503	vytenis, prince of lithuania is a sibling of fedor of kiev	fedor of kiev is a sibling of vytenis, prince of lithuania	is a sibling of	symmetric	entailment
136969	eric birgersson is a sibling of ingeborg birgersdotter of småland	ingeborg birgersdotter of småland is a sibling of eric birgersson	is a sibling of	symmetric	entailment
185321	john tristan is a sibling of louis of france (1243–1260)	louis of france (1243–1260) is a sibling of john tristan	is a sibling of	symmetric	entailment
81761	margaret movie possibly the same as marguerite (first name)	marguerite (first name) possibly the same as margaret movie	possibly the same as	symmetric	entailment
175315	epic hero possibly the same as epic (genre)	epic (genre) possibly the same as epic hero	possibly the same as	symmetric	entailment
193224	constance of castile (1141-1160) is a sibling of sancha of castile, queen of navarre	sancha of castile, queen of navarre is a sibling of constance of castile (1141-1160)	is a sibling of	symmetric	entailment
170294	claude de baissac is a sibling of lise de baissac/version 2	lise de baissac/version 2 is a sibling of claude de baissac	is a sibling of	symmetric	entailment
260439	henry of niemodlin is a sibling of wenceslaus of niemodlin	wenceslaus of niemodlin is a sibling of henry of niemodlin	is a sibling of	symmetric	entailment
167110	dalzell, andrew is a sibling of archibald dalzel	archibald dalzel is a sibling of dalzell, andrew	is a sibling of	symmetric	entailment
58956	jerzy dominik lubomirski is a sibling of stanislaw herakliusz lubomirski	stanislaw herakliusz lubomirski is a sibling of jerzy dominik lubomirski	is a sibling of	symmetric	entailment
49242	robert l. mccook is a sibling of alexander mcdowell mccook	alexander mcdowell mccook is a sibling of robert l. mccook	is a sibling of	symmetric	entailment
204157	chung gyung-wha is a sibling of myung wha chung	myung wha chung is a sibling of chung gyung-wha	is a sibling of	symmetric	entailment
115087	evangeline eigenmann is a sibling of raphael de mesa	raphael de mesa is a sibling of evangeline eigenmann	is a sibling of	symmetric	entailment
128545	maktoum bin butti bin sohail is a sibling of saeed bin shakhbut al maktoum	saeed bin shakhbut al maktoum is a sibling of maktoum bin butti bin sohail	is a sibling of	symmetric	entailment
243752	majid bin abdul aziz al saud is a sibling of khaled of saudi arabia	khaled of saudi arabia is a sibling of majid bin abdul aziz al saud	is a sibling of	symmetric	entailment
235615	maude stanley is a sibling of rosalind frances stanley	rosalind frances stanley is a sibling of maude stanley	is a sibling of	symmetric	entailment
92899	thu maung is a sibling of min lu	min lu is a sibling of thu maung	is a sibling of	symmetric	entailment
165275	oleg iii svyatoslavich is a sibling of gleb svyatoslavich (prince of chernigov)	gleb svyatoslavich (prince of chernigov) is a sibling of oleg iii svyatoslavich	is a sibling of	symmetric	entailment
34455	asiya bint muzahim possibly the same as bithya	bithya possibly the same as asiya bint muzahim	possibly the same as	symmetric	entailment
32581	liu pengli is a sibling of liu ming	liu ming is a sibling of liu pengli	is a sibling of	symmetric	entailment
107959	johann i, count palatine of zweibrücken is a sibling of otto henry, count palatine of sulzbach	otto henry, count palatine of sulzbach is a sibling of johann i, count palatine of zweibrücken	is a sibling of	symmetric	entailment
242714	daniel newman (american actor) is different from daniel newman (british actor)	daniel newman (british actor) is different from daniel newman (american actor)	is different from	symmetric	entailment
36216	saad bin abdulaziz is a sibling of sultana bint abdulaziz al-saud	sultana bint abdulaziz al-saud is a sibling of saad bin abdulaziz	is a sibling of	symmetric	entailment
168968	prince frederick henry is a sibling of countess louise juliana of nassau	countess louise juliana of nassau is a sibling of prince frederick henry	is a sibling of	symmetric	entailment
307188	ernest w. longfellow is a sibling of alice mary longfellow	alice mary longfellow is a sibling of ernest w. longfellow	is a sibling of	symmetric	entailment
72496	virginia de' medici is a sibling of ferdinando 1	ferdinando 1 is a sibling of virginia de' medici	is a sibling of	symmetric	entailment
